vignette_id,profile_id,profile_label,reserve_size,hhi,donor_subset,donor_count,adverse_donor_count,tail_support_count_var99,tail_support_count_var995,w_Property,w_Casualty,w_Marine,w_Professional Lines,w_Reinsurance — Property,w_Accident & Health,w_Cyber
v1_new_entrant,v1_target,New diversified syndicate (£500m),500.0,0.17,FULL,789,453,8,4,0.25,0.2,0.15,0.15,0.1,0.1,0.05
