series,index,value
Adjusted target,333,0.007738
Adjusted target,334,0.00816
Adjusted target,335,0.008284
Adjusted target,336,0.008515
Adjusted target,337,0.008974
Adjusted target,338,0.009369
Adjusted target,339,0.009375
Adjusted target,340,0.009528
Adjusted target,341,0.009662
Adjusted target,342,0.009911
Adjusted target,343,0.010031
Adjusted target,344,0.010061
Adjusted target,345,0.010097
Adjusted target,346,0.010103
Adjusted target,347,0.010534
Adjusted target,348,0.010804
Adjusted target,349,0.010983
Adjusted target,350,0.011033
Adjusted target,351,0.011103
Adjusted target,352,0.011253
Adjusted target,353,0.011391
Adjusted target,354,0.011795
Adjusted target,355,0.011872
Adjusted target,356,0.012034
Adjusted target,357,0.012198
Adjusted target,358,0.012401
Adjusted target,359,0.012858
Adjusted target,360,0.012927
Adjusted target,361,0.013053
Adjusted target,362,0.013124
Adjusted target,363,0.013169
Adjusted target,364,0.013459
Adjusted target,365,0.013776
Adjusted target,366,0.013834
Adjusted target,367,0.01427
Adjusted target,368,0.014861
Adjusted target,369,0.01492
Adjusted target,370,0.015298
Adjusted target,371,0.015433
Adjusted target,372,0.015566
Adjusted target,373,0.015574
Adjusted target,374,0.015721
Adjusted target,375,0.015827
Adjusted target,376,0.015835
Adjusted target,377,0.016029
Adjusted target,378,0.016091
Adjusted target,379,0.016103
Adjusted target,380,0.016283
Adjusted target,381,0.016881
Adjusted target,382,0.017297
Adjusted target,383,0.017484
Adjusted target,384,0.017642
Adjusted target,385,0.017916
Adjusted target,386,0.018525
Adjusted target,387,0.018672
Adjusted target,388,0.018756
Adjusted target,389,0.018862
Adjusted target,390,0.018917
Adjusted target,391,0.01915
Adjusted target,392,0.019444
Adjusted target,393,0.019767
Adjusted target,394,0.019802
Adjusted target,395,0.019883
Adjusted target,396,0.019933
Adjusted target,397,0.020305
Adjusted target,398,0.020762
Adjusted target,399,0.02089
Adjusted target,400,0.021235
Adjusted target,401,0.02169
Adjusted target,402,0.021859
Adjusted target,403,0.022032
Adjusted target,404,0.022786
Adjusted target,405,0.022874
Adjusted target,406,0.02312
Adjusted target,407,0.024383
Adjusted target,408,0.02451
Adjusted target,409,0.024714
Adjusted target,410,0.024737
Adjusted target,411,0.025139
Adjusted target,412,0.025232
Adjusted target,413,0.025639
Adjusted target,414,0.025646
Adjusted target,415,0.026092
Adjusted target,416,0.026135
Adjusted target,417,0.026354
Adjusted target,418,0.026414
Adjusted target,419,0.02672
Adjusted target,420,0.027313
Adjusted target,421,0.027576
Adjusted target,422,0.027795
Adjusted target,423,0.028145
Adjusted target,424,0.028178
Adjusted target,425,0.028209
Adjusted target,426,0.028258
Adjusted target,427,0.028306
Adjusted target,428,0.028346
Adjusted target,429,0.028748
Adjusted target,430,0.028833
Adjusted target,431,0.029351
Adjusted target,432,0.029634
Adjusted target,433,0.029922
Adjusted target,434,0.030123
Adjusted target,435,0.030253
Adjusted target,436,0.030284
Adjusted target,437,0.030894
Adjusted target,438,0.031076
Adjusted target,439,0.031416
Adjusted target,440,0.031421
Adjusted target,441,0.031627
Adjusted target,442,0.031777
Adjusted target,443,0.03194
Adjusted target,444,0.03212
Adjusted target,445,0.032268
Adjusted target,446,0.03265
Adjusted target,447,0.03314
Adjusted target,448,0.033195
Adjusted target,449,0.033503
Adjusted target,450,0.033766
Adjusted target,451,0.033795
Adjusted target,452,0.034088
Adjusted target,453,0.034624
Adjusted target,454,0.034992
Adjusted target,455,0.035022
Adjusted target,456,0.035262
Adjusted target,457,0.035639
Adjusted target,458,0.035992
Adjusted target,459,0.036275
Adjusted target,460,0.036487
Adjusted target,461,0.036552
Adjusted target,462,0.03664
Adjusted target,463,0.037139
Adjusted target,464,0.03734
Adjusted target,465,0.037435
Adjusted target,466,0.037467
Adjusted target,467,0.037693
Adjusted target,468,0.037852
Adjusted target,469,0.038081
Adjusted target,470,0.0382
Adjusted target,471,0.03829
Adjusted target,472,0.03835
Adjusted target,473,0.03868
Adjusted target,474,0.039121
Adjusted target,475,0.039658
Adjusted target,476,0.03978
Adjusted target,477,0.039924
Adjusted target,478,0.039969
Adjusted target,479,0.040031
Adjusted target,480,0.04051
Adjusted target,481,0.040811
Adjusted target,482,0.040841
Adjusted target,483,0.041197
Adjusted target,484,0.041442
Adjusted target,485,0.041807
Adjusted target,486,0.041856
Adjusted target,487,0.042196
Adjusted target,488,0.042563
Adjusted target,489,0.042567
Adjusted target,490,0.042731
Adjusted target,491,0.042943
Adjusted target,492,0.04304
Adjusted target,493,0.043055
Adjusted target,494,0.043972
Adjusted target,495,0.044319
Adjusted target,496,0.044583
Adjusted target,497,0.045402
Adjusted target,498,0.045583
Adjusted target,499,0.045713
Adjusted target,500,0.045916
Adjusted target,501,0.046838
Adjusted target,502,0.047552
Adjusted target,503,0.047682
Adjusted target,504,0.048023
Adjusted target,505,0.048487
Adjusted target,506,0.048555
Adjusted target,507,0.049309
Adjusted target,508,0.049691
Adjusted target,509,0.050069
Adjusted target,510,0.05011
Adjusted target,511,0.050201
Adjusted target,512,0.050433
Adjusted target,513,0.050693
Adjusted target,514,0.052025
Adjusted target,515,0.052073
Adjusted target,516,0.05279
Adjusted target,517,0.053174
Adjusted target,518,0.053207
Adjusted target,519,0.053483
Adjusted target,520,0.053563
Adjusted target,521,0.054673
Adjusted target,522,0.054745
Adjusted target,523,0.055027
Adjusted target,524,0.055458
Adjusted target,525,0.055594
Adjusted target,526,0.056523
Adjusted target,527,0.056765
Adjusted target,528,0.05699
Adjusted target,529,0.057736
Adjusted target,530,0.059408
Adjusted target,531,0.059658
Adjusted target,532,0.060102
Adjusted target,533,0.060346
Adjusted target,534,0.060702
Adjusted target,535,0.061062
Adjusted target,536,0.061295
Adjusted target,537,0.061404
Adjusted target,538,0.061687
Adjusted target,539,0.062001
Adjusted target,540,0.062843
Adjusted target,541,0.063054
Adjusted target,542,0.063659
Adjusted target,543,0.06381
Adjusted target,544,0.064181
Adjusted target,545,0.064241
Adjusted target,546,0.064583
Adjusted target,547,0.064659
Adjusted target,548,0.064687
Adjusted target,549,0.064795
Adjusted target,550,0.065237
Adjusted target,551,0.065909
Adjusted target,552,0.065981
Adjusted target,553,0.066972
Adjusted target,554,0.067037
Adjusted target,555,0.067979
Adjusted target,556,0.068112
Adjusted target,557,0.068225
Adjusted target,558,0.068272
Adjusted target,559,0.068514
Adjusted target,560,0.069225
Adjusted target,561,0.069721
Adjusted target,562,0.06995
Adjusted target,563,0.070117
Adjusted target,564,0.070287
Adjusted target,565,0.070423
Adjusted target,566,0.070567
Adjusted target,567,0.070983
Adjusted target,568,0.071742
Adjusted target,569,0.071773
Adjusted target,570,0.071914
Adjusted target,571,0.072041
Adjusted target,572,0.072066
Adjusted target,573,0.072152
Adjusted target,574,0.072562
Adjusted target,575,0.073126
Adjusted target,576,0.073551
Adjusted target,577,0.074075
Adjusted target,578,0.074295
Adjusted target,579,0.074366
Adjusted target,580,0.074518
Adjusted target,581,0.075074
Adjusted target,582,0.075159
Adjusted target,583,0.075418
Adjusted target,584,0.075437
Adjusted target,585,0.075487
Adjusted target,586,0.075603
Adjusted target,587,0.077767
Adjusted target,588,0.079346
Adjusted target,589,0.079559
Adjusted target,590,0.079747
Adjusted target,591,0.079785
Adjusted target,592,0.080494
Adjusted target,593,0.080925
Adjusted target,594,0.080987
Adjusted target,595,0.082218
Adjusted target,596,0.082342
Adjusted target,597,0.082728
Adjusted target,598,0.083128
Adjusted target,599,0.084042
Adjusted target,600,0.084325
Adjusted target,601,0.084468
Adjusted target,602,0.085188
Adjusted target,603,0.085354
Adjusted target,604,0.085615
Adjusted target,605,0.085952
Adjusted target,606,0.086726
Adjusted target,607,0.086868
Adjusted target,608,0.087022
Adjusted target,609,0.087595
Adjusted target,610,0.087839
Adjusted target,611,0.088897
Adjusted target,612,0.089339
Adjusted target,613,0.08947
Adjusted target,614,0.089512
Adjusted target,615,0.09065
Adjusted target,616,0.090794
Adjusted target,617,0.091941
Adjusted target,618,0.092073
Adjusted target,619,0.092801
Adjusted target,620,0.093204
Adjusted target,621,0.093371
Adjusted target,622,0.09441
Adjusted target,623,0.094754
Adjusted target,624,0.095159
Adjusted target,625,0.096305
Adjusted target,626,0.097545
Adjusted target,627,0.097877
Adjusted target,628,0.098678
Adjusted target,629,0.099349
Adjusted target,630,0.099556
Adjusted target,631,0.099643
Adjusted target,632,0.100897
Adjusted target,633,0.101748
Adjusted target,634,0.102031
Adjusted target,635,0.102242
Adjusted target,636,0.106032
Adjusted target,637,0.106771
Adjusted target,638,0.108079
Adjusted target,639,0.108507
Adjusted target,640,0.112556
Adjusted target,641,0.112903
Adjusted target,642,0.11353
Adjusted target,643,0.115827
Adjusted target,644,0.117003
Adjusted target,645,0.117069
Adjusted target,646,0.119343
Adjusted target,647,0.11955
Adjusted target,648,0.120975
Adjusted target,649,0.122184
Adjusted target,650,0.124232
Adjusted target,651,0.124245
Adjusted target,652,0.124458
Adjusted target,653,0.125234
Adjusted target,654,0.126103
Adjusted target,655,0.126929
Adjusted target,656,0.126979
Adjusted target,657,0.127728
Adjusted target,658,0.128481
Adjusted target,659,0.128875
Adjusted target,660,0.12934
Adjusted target,661,0.130382
Adjusted target,662,0.133384
Adjusted target,663,0.133507
Adjusted target,664,0.134924
Adjusted target,665,0.134929
Adjusted target,666,0.135091
Adjusted target,667,0.135527
Adjusted target,668,0.136775
Adjusted target,669,0.138536
Adjusted target,670,0.138828
Adjusted target,671,0.142469
Adjusted target,672,0.145245
Adjusted target,673,0.146683
Adjusted target,674,0.147097
Adjusted target,675,0.153228
Adjusted target,676,0.154805
Adjusted target,677,0.155551
Adjusted target,678,0.155733
Adjusted target,679,0.158168
Adjusted target,680,0.159895
Adjusted target,681,0.163976
Adjusted target,682,0.164151
Adjusted target,683,0.166474
Adjusted target,684,0.168632
Adjusted target,685,0.170824
Adjusted target,686,0.170871
Adjusted target,687,0.173332
Adjusted target,688,0.173332
Adjusted target,689,0.173332
Adjusted target,690,0.174256
Adjusted target,691,0.180291
Adjusted target,692,0.183205
Adjusted target,693,0.184954
Adjusted target,694,0.185242
Adjusted target,695,0.1911
Adjusted target,696,0.195277
Adjusted target,697,0.196811
Adjusted target,698,0.198557
Adjusted target,699,0.212371
Adjusted target,700,0.213001
Adjusted target,701,0.220753
Adjusted target,702,0.222097
Adjusted target,703,0.222764
Adjusted target,704,0.223806
Adjusted target,705,0.224246
Adjusted target,706,0.22779
Adjusted target,707,0.256024
Adjusted target,708,0.26513
Adjusted target,709,0.273655
Adjusted target,710,0.280619
Adjusted target,711,0.310768
Adjusted target,712,0.31212
Adjusted target,713,0.313599
Adjusted target,714,0.347408
Adjusted target,715,0.359666
Adjusted target,716,0.364409
Adjusted target,717,0.377683
Adjusted target,718,0.388225
Adjusted target,719,0.400477
Adjusted target,720,0.540237
Adjusted target,721,0.551625
Adjusted target,722,0.684051
Adjusted target,723,0.703035
Adjusted target,724,1.049405
Adjusted target,725,1.348523
