series,value,exceedance_probability
Raw market,0.025755,0.744681
Raw market,0.026545,0.742021
Raw market,0.027214,0.739362
Raw market,0.027321,0.736702
Raw market,0.027355,0.734043
Raw market,0.028098,0.731383
Raw market,0.028186,0.728723
Raw market,0.028375,0.726064
Raw market,0.029071,0.723404
Raw market,0.029588,0.720745
Raw market,0.029854,0.718085
Raw market,0.030158,0.715426
Raw market,0.030201,0.712766
Raw market,0.03027,0.710106
Raw market,0.030697,0.707447
Raw market,0.030903,0.704787
Raw market,0.031116,0.702128
Raw market,0.031127,0.699468
Raw market,0.031327,0.696809
Raw market,0.031556,0.694149
Raw market,0.031969,0.691489
Raw market,0.032545,0.68883
Raw market,0.032827,0.68617
Raw market,0.033481,0.683511
Raw market,0.033774,0.680851
Raw market,0.033884,0.678191
Raw market,0.034047,0.675532
Raw market,0.034274,0.672872
Raw market,0.034573,0.670213
Raw market,0.035039,0.667553
Raw market,0.035117,0.664894
Raw market,0.035159,0.662234
Raw market,0.035374,0.659574
Raw market,0.035654,0.656915
Raw market,0.036,0.654255
Raw market,0.036242,0.651596
Raw market,0.037307,0.648936
Raw market,0.037431,0.646277
Raw market,0.037805,0.643617
Raw market,0.03815,0.640957
Raw market,0.038316,0.638298
Raw market,0.03876,0.635638
Raw market,0.039595,0.632979
Raw market,0.03982,0.630319
Raw market,0.040867,0.62766
Raw market,0.040915,0.625
Raw market,0.040931,0.62234
Raw market,0.040948,0.619681
Raw market,0.041019,0.617021
Raw market,0.041132,0.614362
Raw market,0.041331,0.611702
Raw market,0.041359,0.609043
Raw market,0.04197,0.606383
Raw market,0.042735,0.603723
Raw market,0.043468,0.601064
Raw market,0.044385,0.598404
Raw market,0.044556,0.595745
Raw market,0.044571,0.593085
Raw market,0.044773,0.590426
Raw market,0.045962,0.587766
Raw market,0.046486,0.585106
Raw market,0.046763,0.582447
Raw market,0.046785,0.579787
Raw market,0.046943,0.577128
Raw market,0.047141,0.574468
Raw market,0.047421,0.571809
Raw market,0.048551,0.569149
Raw market,0.04906,0.566489
Raw market,0.049358,0.56383
Raw market,0.049478,0.56117
Raw market,0.049516,0.558511
Raw market,0.049728,0.555851
Raw market,0.049754,0.553191
Raw market,0.051151,0.550532
Raw market,0.051264,0.547872
Raw market,0.051423,0.545213
Raw market,0.051449,0.542553
Raw market,0.051978,0.539894
Raw market,0.052376,0.537234
Raw market,0.052398,0.534574
Raw market,0.052682,0.531915
Raw market,0.052941,0.529255
Raw market,0.053227,0.526596
Raw market,0.053316,0.523936
Raw market,0.053555,0.521277
Raw market,0.05382,0.518617
Raw market,0.05439,0.515957
Raw market,0.054595,0.513298
Raw market,0.05496,0.510638
Raw market,0.0555,0.507979
Raw market,0.055621,0.505319
Raw market,0.055736,0.50266
Raw market,0.056242,0.5
Raw market,0.056433,0.49734
Raw market,0.056487,0.494681
Raw market,0.056702,0.492021
Raw market,0.056785,0.489362
Raw market,0.05854,0.486702
Raw market,0.058745,0.484043
Raw market,0.058836,0.481383
Raw market,0.059279,0.478723
Raw market,0.059367,0.476064
Raw market,0.059553,0.473404
Raw market,0.059579,0.470745
Raw market,0.060111,0.468085
Raw market,0.060827,0.465426
Raw market,0.060882,0.462766
Raw market,0.061712,0.460106
Raw market,0.061784,0.457447
Raw market,0.06179,0.454787
Raw market,0.061969,0.452128
Raw market,0.062129,0.449468
Raw market,0.062168,0.446809
Raw market,0.062246,0.444149
Raw market,0.062633,0.441489
Raw market,0.062844,0.43883
Raw market,0.063808,0.43617
Raw market,0.064643,0.433511
Raw market,0.064842,0.430851
Raw market,0.065559,0.428191
Raw market,0.067176,0.425532
Raw market,0.067364,0.422872
Raw market,0.067375,0.420213
Raw market,0.067555,0.417553
Raw market,0.067604,0.414894
Raw market,0.067644,0.412234
Raw market,0.068111,0.409574
Raw market,0.068601,0.406915
Raw market,0.068939,0.404255
Raw market,0.06909,0.401596
Raw market,0.069253,0.398936
Raw market,0.070214,0.396277
Raw market,0.070659,0.393617
Raw market,0.071394,0.390957
Raw market,0.072684,0.388298
Raw market,0.072744,0.385638
Raw market,0.072956,0.382979
Raw market,0.07331,0.380319
Raw market,0.073803,0.37766
Raw market,0.074248,0.375
Raw market,0.074371,0.37234
Raw market,0.075854,0.369681
Raw market,0.075876,0.367021
Raw market,0.076543,0.364362
Raw market,0.07708,0.361702
Raw market,0.077578,0.359043
Raw market,0.077863,0.356383
Raw market,0.077912,0.353723
Raw market,0.078084,0.351064
Raw market,0.079215,0.348404
Raw market,0.080922,0.345745
Raw market,0.081607,0.343085
Raw market,0.081758,0.340426
Raw market,0.08192,0.337766
Raw market,0.082479,0.335106
Raw market,0.082543,0.332447
Raw market,0.082594,0.329787
Raw market,0.083297,0.327128
Raw market,0.083664,0.324468
Raw market,0.083848,0.321809
Raw market,0.084221,0.319149
Raw market,0.084836,0.316489
Raw market,0.085862,0.31383
Raw market,0.087156,0.31117
Raw market,0.08718,0.308511
Raw market,0.088208,0.305851
Raw market,0.088889,0.303191
Raw market,0.089177,0.300532
Raw market,0.089823,0.297872
Raw market,0.090265,0.295213
Raw market,0.090348,0.292553
Raw market,0.090809,0.289894
Raw market,0.090958,0.287234
Raw market,0.091434,0.284574
Raw market,0.0929,0.281915
Raw market,0.093237,0.279255
Raw market,0.097923,0.276596
Raw market,0.098237,0.273936
Raw market,0.098474,0.271277
Raw market,0.099073,0.268617
Raw market,0.099434,0.265957
Raw market,0.100571,0.263298
Raw market,0.101335,0.260638
Raw market,0.103451,0.257979
Raw market,0.103942,0.255319
Raw market,0.10427,0.25266
Raw market,0.105774,0.25
Raw market,0.106391,0.24734
Raw market,0.106564,0.244681
Raw market,0.106852,0.242021
Raw market,0.107359,0.239362
Raw market,0.110708,0.236702
Raw market,0.111683,0.234043
Raw market,0.112861,0.231383
Raw market,0.11394,0.228723
Raw market,0.114179,0.226064
Raw market,0.11468,0.223404
Raw market,0.115972,0.220745
Raw market,0.117496,0.218085
Raw market,0.117846,0.215426
Raw market,0.119464,0.212766
Raw market,0.120351,0.210106
Raw market,0.120448,0.207447
Raw market,0.121637,0.204787
Raw market,0.12397,0.202128
Raw market,0.124167,0.199468
Raw market,0.126891,0.196809
Raw market,0.128021,0.194149
Raw market,0.128976,0.191489
Raw market,0.130439,0.18883
Raw market,0.130821,0.18617
Raw market,0.130916,0.183511
Raw market,0.135669,0.180851
Raw market,0.135827,0.178191
Raw market,0.137023,0.175532
Raw market,0.13733,0.172872
Raw market,0.138762,0.170213
Raw market,0.139275,0.167553
Raw market,0.140029,0.164894
Raw market,0.140099,0.162234
Raw market,0.140214,0.159574
Raw market,0.141914,0.156915
Raw market,0.144579,0.154255
Raw market,0.145008,0.151596
Raw market,0.145291,0.148936
Raw market,0.145554,0.146277
Raw market,0.151419,0.143617
Raw market,0.151465,0.140957
Raw market,0.151822,0.138298
Raw market,0.15511,0.135638
Raw market,0.15559,0.132979
Raw market,0.155726,0.130319
Raw market,0.156434,0.12766
Raw market,0.158503,0.125
Raw market,0.16241,0.12234
Raw market,0.167126,0.119681
Raw market,0.172262,0.117021
Raw market,0.183042,0.114362
Raw market,0.187612,0.111702
Raw market,0.189387,0.109043
Raw market,0.193249,0.106383
Raw market,0.195388,0.103723
Raw market,0.200683,0.101064
Raw market,0.202141,0.098404
Raw market,0.206803,0.095745
Raw market,0.21126,0.093085
Raw market,0.212282,0.090426
Raw market,0.213977,0.087766
Raw market,0.224095,0.085106
Raw market,0.229443,0.082447
Raw market,0.235662,0.079787
Raw market,0.245733,0.077128
Raw market,0.257813,0.074468
Raw market,0.279391,0.071809
Raw market,0.286735,0.069149
Raw market,0.28675,0.066489
Raw market,0.292707,0.06383
Raw market,0.303016,0.06117
Raw market,0.35577,0.058511
Raw market,0.359445,0.055851
Raw market,0.363732,0.053191
Raw market,0.36468,0.050532
Raw market,0.373827,0.047872
Raw market,0.389014,0.045213
Raw market,0.400164,0.042553
Raw market,0.40983,0.039894
Raw market,0.410903,0.037234
Raw market,0.419404,0.034574
Raw market,0.440642,0.031915
Raw market,0.454545,0.029255
Raw market,0.587794,0.026596
Raw market,0.620194,0.023936
Raw market,0.634074,0.021277
Raw market,0.672434,0.018617
Raw market,0.678189,0.015957
Raw market,0.707604,0.013298
Raw market,0.711338,0.010638
Raw market,0.76535,0.007979
Raw market,0.838984,0.005319
Raw market,1.015082,0.00266
Adjusted old profile,1e-06,1.0
Adjusted old profile,9.3e-05,0.99734
Adjusted old profile,0.000281,0.994681
Adjusted old profile,0.00046,0.992021
Adjusted old profile,0.000932,0.989362
Adjusted old profile,0.001491,0.986702
Adjusted old profile,0.001691,0.984043
Adjusted old profile,0.001724,0.981383
Adjusted old profile,0.001899,0.978723
Adjusted old profile,0.002427,0.976064
Adjusted old profile,0.002559,0.973404
Adjusted old profile,0.002861,0.970745
Adjusted old profile,0.003128,0.968085
Adjusted old profile,0.003671,0.965426
Adjusted old profile,0.003702,0.962766
Adjusted old profile,0.003806,0.960106
Adjusted old profile,0.004001,0.957447
Adjusted old profile,0.004296,0.954787
Adjusted old profile,0.004312,0.952128
Adjusted old profile,0.004313,0.949468
Adjusted old profile,0.004382,0.946809
Adjusted old profile,0.004505,0.944149
Adjusted old profile,0.004789,0.941489
Adjusted old profile,0.004928,0.93883
Adjusted old profile,0.004939,0.93617
Adjusted old profile,0.005352,0.933511
Adjusted old profile,0.005354,0.930851
Adjusted old profile,0.005821,0.928191
Adjusted old profile,0.006181,0.925532
Adjusted old profile,0.00691,0.922872
Adjusted old profile,0.007213,0.920213
Adjusted old profile,0.007399,0.917553
Adjusted old profile,0.007497,0.914894
Adjusted old profile,0.00751,0.912234
Adjusted old profile,0.007613,0.909574
Adjusted old profile,0.007849,0.906915
Adjusted old profile,0.007928,0.904255
Adjusted old profile,0.007952,0.901596
Adjusted old profile,0.008082,0.898936
Adjusted old profile,0.008734,0.896277
Adjusted old profile,0.008759,0.893617
Adjusted old profile,0.008763,0.890957
Adjusted old profile,0.008879,0.888298
Adjusted old profile,0.009001,0.885638
Adjusted old profile,0.009002,0.882979
Adjusted old profile,0.009047,0.880319
Adjusted old profile,0.009304,0.87766
Adjusted old profile,0.009421,0.875
Adjusted old profile,0.009602,0.87234
Adjusted old profile,0.010054,0.869681
Adjusted old profile,0.010588,0.867021
Adjusted old profile,0.010737,0.864362
Adjusted old profile,0.01088,0.861702
Adjusted old profile,0.01092,0.859043
Adjusted old profile,0.011191,0.856383
Adjusted old profile,0.011236,0.853723
Adjusted old profile,0.011556,0.851064
Adjusted old profile,0.011806,0.848404
Adjusted old profile,0.011988,0.845745
Adjusted old profile,0.012285,0.843085
Adjusted old profile,0.012473,0.840426
Adjusted old profile,0.012484,0.837766
Adjusted old profile,0.012996,0.835106
Adjusted old profile,0.013003,0.832447
Adjusted old profile,0.01323,0.829787
Adjusted old profile,0.013273,0.827128
Adjusted old profile,0.013552,0.824468
Adjusted old profile,0.013768,0.821809
Adjusted old profile,0.013937,0.819149
Adjusted old profile,0.014221,0.816489
Adjusted old profile,0.01427,0.81383
Adjusted old profile,0.014454,0.81117
Adjusted old profile,0.014459,0.808511
Adjusted old profile,0.014876,0.805851
Adjusted old profile,0.015037,0.803191
Adjusted old profile,0.015124,0.800532
Adjusted old profile,0.01565,0.797872
Adjusted old profile,0.015798,0.795213
Adjusted old profile,0.015854,0.792553
Adjusted old profile,0.01633,0.789894
Adjusted old profile,0.016429,0.787234
Adjusted old profile,0.016661,0.784574
Adjusted old profile,0.016924,0.781915
Adjusted old profile,0.016983,0.779255
Adjusted old profile,0.01714,0.776596
Adjusted old profile,0.01734,0.773936
Adjusted old profile,0.018101,0.771277
Adjusted old profile,0.018362,0.768617
Adjusted old profile,0.018649,0.765957
Adjusted old profile,0.019204,0.763298
Adjusted old profile,0.019287,0.760638
Adjusted old profile,0.019552,0.757979
Adjusted old profile,0.019606,0.755319
Adjusted old profile,0.019623,0.75266
Adjusted old profile,0.019671,0.75
Adjusted old profile,0.020622,0.74734
Adjusted old profile,0.020723,0.744681
Adjusted old profile,0.020798,0.742021
Adjusted old profile,0.021172,0.739362
Adjusted old profile,0.021226,0.736702
Adjusted old profile,0.021295,0.734043
Adjusted old profile,0.021358,0.731383
Adjusted old profile,0.021692,0.728723
Adjusted old profile,0.021953,0.726064
Adjusted old profile,0.022102,0.723404
Adjusted old profile,0.022664,0.720745
Adjusted old profile,0.022702,0.718085
Adjusted old profile,0.022803,0.715426
Adjusted old profile,0.02283,0.712766
Adjusted old profile,0.022923,0.710106
Adjusted old profile,0.023302,0.707447
Adjusted old profile,0.023534,0.704787
Adjusted old profile,0.023737,0.702128
Adjusted old profile,0.023979,0.699468
Adjusted old profile,0.02439,0.696809
Adjusted old profile,0.024399,0.694149
Adjusted old profile,0.024401,0.691489
Adjusted old profile,0.024438,0.68883
Adjusted old profile,0.024517,0.68617
Adjusted old profile,0.024703,0.683511
Adjusted old profile,0.024978,0.680851
Adjusted old profile,0.025286,0.678191
Adjusted old profile,0.025907,0.675532
Adjusted old profile,0.025935,0.672872
Adjusted old profile,0.026445,0.670213
Adjusted old profile,0.026528,0.667553
Adjusted old profile,0.026823,0.664894
Adjusted old profile,0.027114,0.662234
Adjusted old profile,0.027828,0.659574
Adjusted old profile,0.027965,0.656915
Adjusted old profile,0.028201,0.654255
Adjusted old profile,0.028375,0.651596
Adjusted old profile,0.028664,0.648936
Adjusted old profile,0.028928,0.646277
Adjusted old profile,0.02968,0.643617
Adjusted old profile,0.029774,0.640957
Adjusted old profile,0.029821,0.638298
Adjusted old profile,0.029862,0.635638
Adjusted old profile,0.029914,0.632979
Adjusted old profile,0.03014,0.630319
Adjusted old profile,0.030266,0.62766
Adjusted old profile,0.030638,0.625
Adjusted old profile,0.030645,0.62234
Adjusted old profile,0.030936,0.619681
Adjusted old profile,0.030952,0.617021
Adjusted old profile,0.031155,0.614362
Adjusted old profile,0.031373,0.611702
Adjusted old profile,0.031423,0.609043
Adjusted old profile,0.031629,0.606383
Adjusted old profile,0.031864,0.603723
Adjusted old profile,0.032046,0.601064
Adjusted old profile,0.032467,0.598404
Adjusted old profile,0.032696,0.595745
Adjusted old profile,0.032968,0.593085
Adjusted old profile,0.033481,0.590426
Adjusted old profile,0.033592,0.587766
Adjusted old profile,0.03378,0.585106
Adjusted old profile,0.034163,0.582447
Adjusted old profile,0.034185,0.579787
Adjusted old profile,0.034222,0.577128
Adjusted old profile,0.03427,0.574468
Adjusted old profile,0.034302,0.571809
Adjusted old profile,0.034556,0.569149
Adjusted old profile,0.034581,0.566489
Adjusted old profile,0.034615,0.56383
Adjusted old profile,0.035027,0.56117
Adjusted old profile,0.035261,0.558511
Adjusted old profile,0.035295,0.555851
Adjusted old profile,0.035397,0.553191
Adjusted old profile,0.035442,0.550532
Adjusted old profile,0.035491,0.547872
Adjusted old profile,0.035758,0.545213
Adjusted old profile,0.035961,0.542553
Adjusted old profile,0.036127,0.539894
Adjusted old profile,0.03687,0.537234
Adjusted old profile,0.037588,0.534574
Adjusted old profile,0.03763,0.531915
Adjusted old profile,0.037696,0.529255
Adjusted old profile,0.037756,0.526596
Adjusted old profile,0.037893,0.523936
Adjusted old profile,0.038154,0.521277
Adjusted old profile,0.038277,0.518617
Adjusted old profile,0.038608,0.515957
Adjusted old profile,0.038864,0.513298
Adjusted old profile,0.038915,0.510638
Adjusted old profile,0.039006,0.507979
Adjusted old profile,0.040002,0.505319
Adjusted old profile,0.040323,0.50266
Adjusted old profile,0.040399,0.5
Adjusted old profile,0.040596,0.49734
Adjusted old profile,0.040915,0.494681
Adjusted old profile,0.042122,0.492021
Adjusted old profile,0.042127,0.489362
Adjusted old profile,0.042368,0.486702
Adjusted old profile,0.042412,0.484043
Adjusted old profile,0.042511,0.481383
Adjusted old profile,0.0431,0.478723
Adjusted old profile,0.043488,0.476064
Adjusted old profile,0.043587,0.473404
Adjusted old profile,0.043613,0.470745
Adjusted old profile,0.044055,0.468085
Adjusted old profile,0.044225,0.465426
Adjusted old profile,0.044569,0.462766
Adjusted old profile,0.045321,0.460106
Adjusted old profile,0.045557,0.457447
Adjusted old profile,0.045952,0.454787
Adjusted old profile,0.046504,0.452128
Adjusted old profile,0.046513,0.449468
Adjusted old profile,0.046906,0.446809
Adjusted old profile,0.047028,0.444149
Adjusted old profile,0.047373,0.441489
Adjusted old profile,0.047548,0.43883
Adjusted old profile,0.047601,0.43617
Adjusted old profile,0.047671,0.433511
Adjusted old profile,0.047764,0.430851
Adjusted old profile,0.048827,0.428191
Adjusted old profile,0.049117,0.425532
Adjusted old profile,0.049551,0.422872
Adjusted old profile,0.049793,0.420213
Adjusted old profile,0.049811,0.417553
Adjusted old profile,0.051384,0.414894
Adjusted old profile,0.051815,0.412234
Adjusted old profile,0.052098,0.409574
Adjusted old profile,0.053597,0.406915
Adjusted old profile,0.053634,0.404255
Adjusted old profile,0.054344,0.401596
Adjusted old profile,0.054509,0.398936
Adjusted old profile,0.054898,0.396277
Adjusted old profile,0.055086,0.393617
Adjusted old profile,0.055315,0.390957
Adjusted old profile,0.055813,0.388298
Adjusted old profile,0.055956,0.385638
Adjusted old profile,0.056143,0.382979
Adjusted old profile,0.056336,0.380319
Adjusted old profile,0.056499,0.37766
Adjusted old profile,0.056673,0.375
Adjusted old profile,0.056839,0.37234
Adjusted old profile,0.056956,0.369681
Adjusted old profile,0.057298,0.367021
Adjusted old profile,0.057597,0.364362
Adjusted old profile,0.057654,0.361702
Adjusted old profile,0.057849,0.359043
Adjusted old profile,0.058317,0.356383
Adjusted old profile,0.05865,0.353723
Adjusted old profile,0.058965,0.351064
Adjusted old profile,0.059229,0.348404
Adjusted old profile,0.059501,0.345745
Adjusted old profile,0.060231,0.343085
Adjusted old profile,0.060398,0.340426
Adjusted old profile,0.06068,0.337766
Adjusted old profile,0.06086,0.335106
Adjusted old profile,0.061206,0.332447
Adjusted old profile,0.061813,0.329787
Adjusted old profile,0.062047,0.327128
Adjusted old profile,0.062152,0.324468
Adjusted old profile,0.062226,0.321809
Adjusted old profile,0.063266,0.319149
Adjusted old profile,0.063426,0.316489
Adjusted old profile,0.064086,0.31383
Adjusted old profile,0.064166,0.31117
Adjusted old profile,0.06434,0.308511
Adjusted old profile,0.064507,0.305851
Adjusted old profile,0.065133,0.303191
Adjusted old profile,0.065645,0.300532
Adjusted old profile,0.066372,0.297872
Adjusted old profile,0.06663,0.295213
Adjusted old profile,0.066834,0.292553
Adjusted old profile,0.067927,0.289894
Adjusted old profile,0.068058,0.287234
Adjusted old profile,0.068248,0.284574
Adjusted old profile,0.068487,0.281915
Adjusted old profile,0.069708,0.279255
Adjusted old profile,0.070185,0.276596
Adjusted old profile,0.070205,0.273936
Adjusted old profile,0.072381,0.271277
Adjusted old profile,0.07247,0.268617
Adjusted old profile,0.073568,0.265957
Adjusted old profile,0.073774,0.263298
Adjusted old profile,0.073833,0.260638
Adjusted old profile,0.073931,0.257979
Adjusted old profile,0.075022,0.255319
Adjusted old profile,0.075178,0.25266
Adjusted old profile,0.075798,0.25
Adjusted old profile,0.075806,0.24734
Adjusted old profile,0.076117,0.244681
Adjusted old profile,0.076857,0.242021
Adjusted old profile,0.076895,0.239362
Adjusted old profile,0.077179,0.236702
Adjusted old profile,0.077622,0.234043
Adjusted old profile,0.078665,0.231383
Adjusted old profile,0.07942,0.228723
Adjusted old profile,0.07983,0.226064
Adjusted old profile,0.079831,0.223404
Adjusted old profile,0.079982,0.220745
Adjusted old profile,0.079987,0.218085
Adjusted old profile,0.080506,0.215426
Adjusted old profile,0.080537,0.212766
Adjusted old profile,0.082545,0.210106
Adjusted old profile,0.082711,0.207447
Adjusted old profile,0.083276,0.204787
Adjusted old profile,0.083975,0.202128
Adjusted old profile,0.08402,0.199468
Adjusted old profile,0.084848,0.196809
Adjusted old profile,0.085691,0.194149
Adjusted old profile,0.086134,0.191489
Adjusted old profile,0.08651,0.18883
Adjusted old profile,0.087075,0.18617
Adjusted old profile,0.088765,0.183511
Adjusted old profile,0.088838,0.180851
Adjusted old profile,0.091709,0.178191
Adjusted old profile,0.0932,0.175532
Adjusted old profile,0.093424,0.172872
Adjusted old profile,0.095235,0.170213
Adjusted old profile,0.095506,0.167553
Adjusted old profile,0.096059,0.164894
Adjusted old profile,0.097583,0.162234
Adjusted old profile,0.097706,0.159574
Adjusted old profile,0.09902,0.156915
Adjusted old profile,0.100445,0.154255
Adjusted old profile,0.101124,0.151596
Adjusted old profile,0.102025,0.148936
Adjusted old profile,0.103595,0.146277
Adjusted old profile,0.104844,0.143617
Adjusted old profile,0.105967,0.140957
Adjusted old profile,0.106126,0.138298
Adjusted old profile,0.106355,0.135638
Adjusted old profile,0.10715,0.132979
Adjusted old profile,0.107529,0.130319
Adjusted old profile,0.107602,0.12766
Adjusted old profile,0.108328,0.125
Adjusted old profile,0.108871,0.12234
Adjusted old profile,0.11138,0.119681
Adjusted old profile,0.111805,0.117021
Adjusted old profile,0.112512,0.114362
Adjusted old profile,0.114732,0.111702
Adjusted old profile,0.115701,0.109043
Adjusted old profile,0.11651,0.106383
Adjusted old profile,0.116775,0.103723
Adjusted old profile,0.118208,0.101064
Adjusted old profile,0.119422,0.098404
Adjusted old profile,0.119975,0.095745
Adjusted old profile,0.120122,0.093085
Adjusted old profile,0.121056,0.090426
Adjusted old profile,0.121281,0.087766
Adjusted old profile,0.125199,0.085106
Adjusted old profile,0.131266,0.082447
Adjusted old profile,0.131909,0.079787
Adjusted old profile,0.136653,0.077128
Adjusted old profile,0.137398,0.074468
Adjusted old profile,0.139274,0.071809
Adjusted old profile,0.141499,0.069149
Adjusted old profile,0.143404,0.066489
Adjusted old profile,0.144301,0.06383
Adjusted old profile,0.145508,0.06117
Adjusted old profile,0.14902,0.058511
Adjusted old profile,0.150094,0.055851
Adjusted old profile,0.151867,0.053191
Adjusted old profile,0.154826,0.050532
Adjusted old profile,0.157688,0.047872
Adjusted old profile,0.159928,0.045213
Adjusted old profile,0.160711,0.042553
Adjusted old profile,0.162557,0.039894
Adjusted old profile,0.171993,0.037234
Adjusted old profile,0.175246,0.034574
Adjusted old profile,0.179712,0.031915
Adjusted old profile,0.184723,0.029255
Adjusted old profile,0.193835,0.026596
Adjusted old profile,0.203837,0.023936
Adjusted old profile,0.204493,0.021277
Adjusted old profile,0.210785,0.018617
Adjusted old profile,0.226129,0.015957
Adjusted old profile,0.252857,0.013298
Adjusted old profile,0.253831,0.010638
Adjusted old profile,0.286035,0.007979
Adjusted old profile,0.317429,0.005319
Adjusted old profile,0.368815,0.00266
Adjusted new profile,1e-06,1.0
Adjusted new profile,0.000101,0.99734
Adjusted new profile,0.000303,0.994681
Adjusted new profile,0.000497,0.992021
Adjusted new profile,0.001007,0.989362
Adjusted new profile,0.001611,0.986702
Adjusted new profile,0.001827,0.984043
Adjusted new profile,0.001862,0.981383
Adjusted new profile,0.002052,0.978723
Adjusted new profile,0.002622,0.976064
Adjusted new profile,0.002764,0.973404
Adjusted new profile,0.003091,0.970745
Adjusted new profile,0.00338,0.968085
Adjusted new profile,0.003965,0.965426
Adjusted new profile,0.004,0.962766
Adjusted new profile,0.004112,0.960106
Adjusted new profile,0.004323,0.957447
Adjusted new profile,0.004641,0.954787
Adjusted new profile,0.004658,0.952128
Adjusted new profile,0.004659,0.949468
Adjusted new profile,0.004734,0.946809
Adjusted new profile,0.004867,0.944149
Adjusted new profile,0.005174,0.941489
Adjusted new profile,0.005324,0.93883
Adjusted new profile,0.005336,0.93617
Adjusted new profile,0.005782,0.933511
Adjusted new profile,0.005784,0.930851
Adjusted new profile,0.006289,0.928191
Adjusted new profile,0.006678,0.925532
Adjusted new profile,0.007465,0.922872
Adjusted new profile,0.007792,0.920213
Adjusted new profile,0.007993,0.917553
Adjusted new profile,0.008099,0.914894
Adjusted new profile,0.008113,0.912234
Adjusted new profile,0.008224,0.909574
Adjusted new profile,0.00848,0.906915
Adjusted new profile,0.008565,0.904255
Adjusted new profile,0.008591,0.901596
Adjusted new profile,0.008731,0.898936
Adjusted new profile,0.009436,0.896277
Adjusted new profile,0.009463,0.893617
Adjusted new profile,0.009466,0.890957
Adjusted new profile,0.009592,0.888298
Adjusted new profile,0.009724,0.885638
Adjusted new profile,0.009725,0.882979
Adjusted new profile,0.009774,0.880319
Adjusted new profile,0.010052,0.87766
Adjusted new profile,0.010178,0.875
Adjusted new profile,0.010374,0.87234
Adjusted new profile,0.010862,0.869681
Adjusted new profile,0.011438,0.867021
Adjusted new profile,0.0116,0.864362
Adjusted new profile,0.011754,0.861702
Adjusted new profile,0.011797,0.859043
Adjusted new profile,0.01209,0.856383
Adjusted new profile,0.012139,0.853723
Adjusted new profile,0.012484,0.851064
Adjusted new profile,0.012755,0.848404
Adjusted new profile,0.012951,0.845745
Adjusted new profile,0.013272,0.843085
Adjusted new profile,0.013475,0.840426
Adjusted new profile,0.013487,0.837766
Adjusted new profile,0.01404,0.835106
